#1
#	time	volume.medium.T	volume.medium.p	der(volume.medium.T)	der(volume.medium.p)	der(volume.U)	der(volume.m)	der(volume.medium.d)	der(volume.medium.u)	der(volume.ports[5].h_outflow)	boundary.medium.MM	boundary.medium.R_s	boundary.medium.T_degC	boundary.medium.X[1]	boundary.medium.d	boundary.medium.p_bar	boundary.medium.u	boundary1.medium.MM	boundary1.medium.R_s	boundary1.medium.T_degC	boundary1.medium.X[1]	boundary1.medium.d	boundary1.medium.p_bar	boundary1.medium.u	boundary11.medium.MM	boundary11.medium.R_s	boundary11.medium.T_degC	boundary11.medium.X[1]	boundary11.medium.d	boundary11.medium.p_bar	boundary11.medium.u	m_flow_orifice1.m_flow_dat	m_flow_orifice1.port_a.m_flow	m_flow_orifice1.port_b.m_flow	m_flow_par_test.port_a.m_flow	m_flow_par_test.port_b.m_flow	orifice.A_mean	orifice.F_p	orifice.I	orifice.Ib_flow	orifice.V_flow	orifice.d	orifice.dp	orifice.dp_fg	orifice.m_flow	orifice.pathLength	orifice.port_a_T	orifice.port_b_T	orifice1.A_mean	orifice1.F_p	orifice1.I	orifice1.Ib_flow	orifice1.V_flow	orifice1.d	orifice1.dp	orifice1.dp_fg	orifice1.pathLength	orifice1.port_a_T	orifice1.port_b_T	orifice2.A_mean	orifice2.F_p	orifice2.I	orifice2.Ib_flow	orifice2.V_flow	orifice2.d	orifice2.dp	orifice2.dp_fg	orifice2.m_flow	orifice2.pathLength	orifice2.port_a_T	orifice2.port_b_T	volume.Hb_flow	volume.U	volume.Wb_flow	volume.heatTransfer.heatPorts[1].Q_flow	volume.heatTransfer.surfaceAreas[1]	volume.m	volume.m_flow_turbulent[1]	volume.m_flow_turbulent[2]	volume.m_flow_turbulent[3]	volume.m_flow_turbulent[4]	volume.m_flow_turbulent[5]	volume.mb_flow	volume.medium.MM	volume.medium.R_s	volume.medium.T_degC	volume.medium.X[1]	volume.medium.d	volume.medium.p_bar	volume.medium.u	volume.portAreas[1]	volume.portAreas[2]	volume.portAreas[3]	volume.portAreas[4]	volume.portAreas[5]	volume.portInDensities[1]	volume.portInDensities[2]	volume.portInDensities[3]	volume.portInDensities[4]	volume.portInDensities[5]	volume.portVelocities[1]	volume.portVelocities[2]	volume.portVelocities[3]	volume.portVelocities[4]	volume.portVelocities[5]	volume.ports[5].h_outflow	volume.ports[4].m_flow	volume.ports[5].m_flow	volume.ports_E_flow[1]	volume.ports_E_flow[2]	volume.ports_E_flow[3]	volume.ports_E_flow[4]	volume.ports_E_flow[5]	volume.ports_H_flow[1]	volume.ports_H_flow[2]	volume.ports_H_flow[3]	volume.ports_H_flow[4]	volume.ports_H_flow[5]	volume.ports_penetration[1]	volume.ports_penetration[2]	volume.ports_penetration[3]	volume.ports_penetration[4]	volume.ports_penetration[5]	volume.s[1]	volume.s[2]	volume.s[3]	volume.s[4]	volume.s[5]	boundary.ports[1].m_flow	boundary1.ports[1].m_flow	boundary1.ports[2].m_flow	boundary1.ports[3].m_flow	boundary11.ports[1].m_flow	m_flow_orifice1.port_a.p	m_flow_orifice1.port_b.h_outflow	m_flow_par_test.port_a.p	m_flow_par_test.port_b.h_outflow	orifice.F_fg	orifice.port_a.h_outflow	orifice.port_a.m_flow	orifice.port_b.m_flow	orifice.port_b.p	orifice1.F_fg	orifice1.m_flow	orifice1.port_a.m_flow	orifice1.port_a.p	orifice1.port_b.h_outflow	orifice1.port_b.m_flow	orifice2.F_fg	orifice2.port_a.m_flow	orifice2.port_a.p	orifice2.port_b.h_outflow	orifice2.port_b.m_flow	volume.Qb_flow	volume.heatTransfer.Q_flows[1]	volume.heatTransfer.Ts[1]	volume.heatTransfer.heatPorts[1].T	volume.heatTransfer.states[1].T	volume.heatTransfer.states[1].p	volume.medium.h	volume.medium.state.T	volume.medium.state.p	volume.ports[1].h_outflow	volume.ports[2].h_outflow	volume.ports[3].h_outflow	volume.ports[4].h_outflow	volume.ports[1].m_flow	volume.ports[2].m_flow	volume.ports[3].m_flow	volume.ports[1].p	volume.ports[2].p	volume.ports[3].p	volume.ports[4].p	volume.ports[5].p	volume.vessel_ps_static[1]	volume.vessel_ps_static[2]	volume.vessel_ps_static[3]	volume.vessel_ps_static[4]	volume.vessel_ps_static[5]
	double table01(102,179)																																																																																																																																																																																		
	7.7	288.150000000042	146611.332103307	-8.9697374704E-10	8.312366603321E-08	2.0236257114E-10	6.5225602696728E-15	6.52256027E-12	-6.4333099351199E-07	-9.0080840635082E-07	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649077135	0	0	0	0	7.85398163397448E-05	-4.1931361712299	0	0	0.0165045405114774	2.09524461594088	53388.6678966931	53388.6678966931	0.0399075811346484	0	288.15	288.15	7.85398163397448E-05	-3.66084546274458	0	0	0.0180117487778884	1.49075064189028	46611.332103307	46611.332103307	0	288.150000000042	288.150000000042	1.96349540849362E-05	-0.915211365686145	0	0	0.00454411230833228	1.49075064189028	46611.332103307	46611.332103307	0.00798151622692838	0	288.150000000041	288.150000000041	2.0236257114E-10	364.873583510287	0	0	0.0483597586204941	0.00177251333567936	1E+060	1E+060	1E+060	1E+060	1E+060	6.5225602696728E-15	0.0289651159	287.051224952979	15.000000000042	1	1.77251333567936	1.46611332103307	205850.966627814	0	0	0	0	0	1.77251333567961	1.77251333567961	1.77251333567961	1.77251333567936	1.77251333567936	0	0	0	0	0	288564.777098027	0	0	0	0	0	0	0	11515.9222546396	-9212.7378037115	-2303.18445092788	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811346484	0.0319260649077135	0	0	0.00798151622692838	146611.332103307	288564.777098027	146611.332103307	288564.777098027	4.1931361712299	288564.777098027	0.0399075811346484	-0.0399075811346484	146611.332103307	3.66084546274458	0.0319260649077135	0.0319260649077135	146611.332103307	288564.777098027	-0.0319260649077135	0.915211365686145	0.00798151622692838	146611.332103307	288564.777098027	-0.00798151622692838	0	0	288.150000000042	288.150000000042	288.150000000042	146611.332103307	288564.777098027	288.150000000042	146611.332103307	288564.777098027	288564.777098027	288564.777098027	288564.777098027	0.0399075811346484	-0.0319260649077135	-0.00798151622692838	146611.332103307	146611.332103307	146611.332103307	146611.332103307	146611.332103307	146611.332103307	146611.332103307	146611.332103307	146611.332103307	146611.332103307
	7.8	288.150000000037	146611.332103307	-7.9765038006E-10	7.396960119361E-08	1.8007995095E-10	5.80091530366644E-15	5.8009153E-12	-5.7209390260868E-07	-8.010604212905E-07	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.031926064907714	0	0	0	0	7.85398163397448E-05	-4.19313617122987	0	0	0.0165045405114773	2.0952446159409	53388.6678966926	53388.6678966926	0.0399075811346483	0	288.15	288.15	7.85398163397448E-05	-3.66084546274461	0	0	0.0180117487778883	1.4907506418903	46611.3321033074	46611.3321033074	0	288.150000000037	288.150000000037	1.96349540849362E-05	-0.915211365686154	0	0	0.00454411230833226	1.4907506418903	46611.3321033074	46611.3321033074	0.0079815162269285	0	288.150000000036	288.150000000036	1.8007995095E-10	364.873583510288	0	0	0.0483597586204941	0.00177251333567939	1E+060	1E+060	1E+060	1E+060	1E+060	5.80091530366644E-15	0.0289651159	287.051224952979	15.0000000000374	1	1.77251333567939	1.46611332103307	205850.966627811	0	0	0	0	0	1.77251333567962	1.77251333567962	1.77251333567962	1.77251333567939	1.77251333567939	0	0	0	0	0	288564.777098023	0	0	0	0	0	0	0	11515.9222546395	-9212.73780371148	-2303.18445092787	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811346483	0.031926064907714	0	0	0.0079815162269285	146611.332103307	288564.777098023	146611.332103307	288564.777098023	4.19313617122987	288564.777098023	0.0399075811346483	-0.0399075811346483	146611.332103307	3.66084546274461	0.031926064907714	0.031926064907714	146611.332103307	288564.777098023	-0.031926064907714	0.915211365686154	0.0079815162269285	146611.332103307	288564.777098023	-0.0079815162269285	0	0	288.150000000037	288.150000000037	288.150000000037	146611.332103307	288564.777098023	288.150000000037	146611.332103307	288564.777098023	288564.777098023	288564.777098023	288564.777098023	0.0399075811346483	-0.031926064907714	-0.0079815162269285	146611.332103307	146611.332103307	146611.332103307	146611.332103307	146611.332103307	146611.332103307	146611.332103307	146611.332103307	146611.332103307	146611.332103307
	7.9	288.150000000033	146611.332103308	-6.9995963433E-10	6.628062461687E-08	1.6143530956E-10	5.10702591327572E-15	5.10702591E-12	-5.0202776665445E-07	-7.0295203710783E-07	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649077144	0	0	0	0	7.85398163397448E-05	-4.19313617122984	0	0	0.0165045405114772	2.09524461594092	53388.6678966922	53388.6678966922	0.0399075811346481	0	288.15	288.15	7.85398163397448E-05	-3.66084546274465	0	0	0.0180117487778882	1.49075064189031	46611.3321033078	46611.3321033078	0	288.150000000033	288.150000000033	1.96349540849362E-05	-0.915211365686162	0	0	0.00454411230833223	1.49075064189031	46611.3321033078	46611.3321033078	0.00798151622692861	0	288.150000000032	288.150000000032	1.6143530956E-10	364.873583510289	0	0	0.0483597586204941	0.00177251333567942	1E+060	1E+060	1E+060	1E+060	1E+060	5.10702591327572E-15	0.0289651159	287.051224952979	15.0000000000328	1	1.77251333567942	1.46611332103308	205850.966627808	0	0	0	0	0	1.77251333567962	1.77251333567962	1.77251333567962	1.77251333567942	1.77251333567942	0	0	0	0	0	288564.777098018	0	0	0	0	0	0	0	11515.9222546395	-9212.73780371146	-2303.18445092787	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811346481	0.0319260649077144	0	0	0.00798151622692861	146611.332103308	288564.777098018	146611.332103308	288564.777098018	4.19313617122984	288564.777098018	0.0399075811346481	-0.0399075811346481	146611.332103308	3.66084546274465	0.0319260649077144	0.0319260649077144	146611.332103308	288564.777098018	-0.0319260649077144	0.915211365686162	0.00798151622692861	146611.332103308	288564.777098018	-0.00798151622692861	0	0	288.150000000033	288.150000000033	288.150000000033	146611.332103308	288564.777098018	288.150000000033	146611.332103308	288564.777098018	288564.777098018	288564.777098018	288564.777098018	0.0399075811346481	-0.0319260649077144	-0.00798151622692861	146611.332103308	146611.332103308	146611.332103308	146611.332103308	146611.332103308	146611.332103308	146611.332103308	146611.332103308	146611.332103308	146611.332103308
	8	288.150000000028	146611.332103308	-6.0063626736E-10	5.712655977727E-08	1.3915268937E-10	4.38538094726937E-15	4.38538095E-12	-4.3079067575116E-07	-6.0320405204753E-07	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649077149	0	0	0	0	7.85398163397448E-05	-4.1931361712298	0	0	0.0165045405114772	2.09524461594093	53388.6678966918	53388.6678966918	0.039907581134648	0	288.15	288.15	7.85398163397448E-05	-3.66084546274468	0	0	0.0180117487778881	1.49075064189033	46611.3321033082	46611.3321033082	0	288.150000000028	288.150000000028	1.96349540849362E-05	-0.91521136568617	0	0	0.00454411230833221	1.49075064189033	46611.3321033082	46611.3321033082	0.00798151622692872	0	288.150000000027	288.150000000027	1.3915268937E-10	364.87358351029	0	0	0.0483597586204941	0.00177251333567946	1E+060	1E+060	1E+060	1E+060	1E+060	4.38538094726937E-15	0.0289651159	287.051224952979	15.0000000000282	1	1.77251333567946	1.46611332103308	205850.966627804	0	0	0	0	0	1.77251333567963	1.77251333567963	1.77251333567963	1.77251333567946	1.77251333567946	0	0	0	0	0	288564.777098013	0	0	0	0	0	0	0	11515.9222546394	-9212.73780371144	-2303.18445092786	0	0	1	1	1	1	1	0	0	0	0	0	-0.039907581134648	0.0319260649077149	0	0	0.00798151622692872	146611.332103308	288564.777098013	146611.332103308	288564.777098013	4.1931361712298	288564.777098013	0.039907581134648	-0.039907581134648	146611.332103308	3.66084546274468	0.0319260649077149	0.0319260649077149	146611.332103308	288564.777098013	-0.0319260649077149	0.91521136568617	0.00798151622692872	146611.332103308	288564.777098013	-0.00798151622692872	0	0	288.150000000028	288.150000000028	288.150000000028	146611.332103308	288564.777098013	288.150000000028	146611.332103308	288564.777098013	288564.777098013	288564.777098013	288564.777098013	0.039907581134648	-0.0319260649077149	-0.00798151622692872	146611.332103308	146611.332103308	146611.332103308	146611.332103308	146611.332103308	146611.332103308	146611.332103308	146611.332103308	146611.332103308	146611.332103308
	8.1	288.150000000024	146611.332103309	-5.0167060613E-10	4.779049349116E-08	1.1641532183E-10	3.66373598126302E-15	3.66373598E-12	-3.5981013995623E-07	-5.0381530196989E-07	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649077153	0	0	0	0	7.85398163397448E-05	-4.19313617122977	0	0	0.0165045405114771	2.09524461594095	53388.6678966914	53388.6678966914	0.0399075811346478	0	288.15	288.15	7.85398163397448E-05	-3.66084546274471	0	0	0.0180117487778881	1.49075064189035	46611.3321033086	46611.3321033086	0	288.150000000023	288.150000000023	1.96349540849362E-05	-0.915211365686178	0	0	0.00454411230833218	1.49075064189035	46611.3321033086	46611.3321033086	0.00798151622692883	0	288.150000000023	288.150000000023	1.1641532183E-10	364.873583510291	0	0	0.0483597586204941	0.00177251333567949	1E+060	1E+060	1E+060	1E+060	1E+060	3.66373598126302E-15	0.0289651159	287.051224952979	15.0000000000236	1	1.77251333567949	1.46611332103309	205850.966627801	0	0	0	0	0	1.77251333567963	1.77251333567963	1.77251333567963	1.77251333567949	1.77251333567949	0	0	0	0	0	288564.777098009	0	0	0	0	0	0	0	11515.9222546394	-9212.73780371143	-2303.18445092786	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811346478	0.0319260649077153	0	0	0.00798151622692883	146611.332103309	288564.777098009	146611.332103309	288564.777098009	4.19313617122977	288564.777098009	0.0399075811346478	-0.0399075811346478	146611.332103309	3.66084546274471	0.0319260649077153	0.0319260649077153	146611.332103309	288564.777098009	-0.0319260649077153	0.915211365686178	0.00798151622692883	146611.332103309	288564.777098009	-0.00798151622692883	0	0	288.150000000024	288.150000000024	288.150000000024	146611.332103309	288564.777098009	288.150000000024	146611.332103309	288564.777098009	288564.777098009	288564.777098009	288564.777098009	0.0399075811346478	-0.0319260649077153	-0.00798151622692883	146611.332103309	146611.332103309	146611.332103309	146611.332103309	146611.332103309	146611.332103309	146611.332103309	146611.332103309	146611.332103309	146611.332103309
	8.2	288.150000000019	146611.332103309	-4.0592429668E-10	3.68164141865E-08	8.958522812E-11	2.94209101525667E-15	2.94209102E-12	-2.9113860013644E-07	-4.0765966673612E-07	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649077158	0	0	0	0	7.85398163397448E-05	-4.19313617122974	0	0	0.016504540511477	2.09524461594097	53388.6678966909	53388.6678966909	0.0399075811346476	0	288.15	288.15	7.85398163397448E-05	-3.66084546274475	0	0	0.018011748777888	1.49075064189036	46611.3321033091	46611.3321033091	0	288.150000000019	288.150000000019	1.96349540849362E-05	-0.915211365686187	0	0	0.00454411230833216	1.49075064189036	46611.3321033091	46611.3321033091	0.00798151622692894	0	288.150000000018	288.150000000018	8.958522812E-11	364.873583510292	0	0	0.0483597586204941	0.00177251333567952	1E+060	1E+060	1E+060	1E+060	1E+060	2.94209101525667E-15	0.0289651159	287.051224952979	15.000000000019	1	1.77251333567952	1.46611332103309	205850.966627798	0	0	0	0	0	1.77251333567964	1.77251333567964	1.77251333567964	1.77251333567952	1.77251333567952	0	0	0	0	0	288564.777098004	0	0	0	0	0	0	0	11515.9222546394	-9212.73780371141	-2303.18445092785	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811346476	0.0319260649077158	0	0	0.00798151622692894	146611.332103309	288564.777098004	146611.332103309	288564.777098004	4.19313617122974	288564.777098004	0.0399075811346476	-0.0399075811346476	146611.332103309	3.66084546274475	0.0319260649077158	0.0319260649077158	146611.332103309	288564.777098004	-0.0319260649077158	0.915211365686187	0.00798151622692894	146611.332103309	288564.777098004	-0.00798151622692894	0	0	288.150000000019	288.150000000019	288.150000000019	146611.332103309	288564.777098004	288.150000000019	146611.332103309	288564.777098004	288564.777098004	288564.777098004	288564.777098004	0.0399075811346476	-0.0319260649077158	-0.00798151622692894	146611.332103309	146611.332103309	146611.332103309	146611.332103309	146611.332103309	146611.332103309	146611.332103309	146611.332103309	146611.332103309	146611.332103309
	8.3	288.150000000014	146611.33210331	-3.0874716421E-10	2.657034066786E-08	6.457412383E-11	2.22044604925031E-15	2.22044605E-12	-2.2144083988326E-07	-3.1006709157175E-07	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649077162	0	0	0	0	7.85398163397448E-05	-4.1931361712297	0	0	0.016504540511477	2.09524461594098	53388.6678966905	53388.6678966905	0.0399075811346475	0	288.15	288.15	7.85398163397448E-05	-3.66084546274478	0	0	0.0180117487778879	1.49075064189038	46611.3321033095	46611.3321033095	0	288.150000000014	288.150000000014	1.96349540849362E-05	-0.915211365686195	0	0	0.00454411230833213	1.49075064189038	46611.3321033095	46611.3321033095	0.00798151622692905	0	288.150000000014	288.150000000014	6.457412383E-11	364.873583510293	0	0	0.0483597586204941	0.00177251333567956	1E+060	1E+060	1E+060	1E+060	1E+060	2.22044604925031E-15	0.0289651159	287.051224952979	15.0000000000144	1	1.77251333567956	1.4661133210331	205850.966627795	0	0	0	0	0	1.77251333567964	1.77251333567964	1.77251333567964	1.77251333567956	1.77251333567956	0	0	0	0	0	288564.777098	0	0	0	0	0	0	0	11515.9222546393	-9212.73780371139	-2303.18445092785	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811346475	0.0319260649077162	0	0	0.00798151622692905	146611.33210331	288564.777098	146611.33210331	288564.777098	4.1931361712297	288564.777098	0.0399075811346475	-0.0399075811346475	146611.33210331	3.66084546274478	0.0319260649077162	0.0319260649077162	146611.33210331	288564.777098	-0.0319260649077162	0.915211365686195	0.00798151622692905	146611.33210331	288564.777098	-0.00798151622692905	0	0	288.150000000014	288.150000000014	288.150000000014	146611.33210331	288564.777098	288.150000000014	146611.33210331	288564.777098	288564.777098	288564.777098	288564.777098	0.0399075811346475	-0.0319260649077162	-0.00798151622692905	146611.33210331	146611.33210331	146611.33210331	146611.33210331	146611.33210331	146611.33210331	146611.33210331	146611.33210331	146611.33210331	146611.33210331
	8.4	288.15000000001	146611.33210331	-2.084515791E-10	1.905882719222E-08	4.638422979E-11	1.51267887105178E-15	1.51267887E-12	-1.4950645091278E-07	-2.0934273203705E-07	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649077167	0	0	0	0	7.85398163397448E-05	-4.19313617122967	0	0	0.0165045405114769	2.095244615941	53388.6678966901	53388.6678966901	0.0399075811346473	0	288.15	288.15	7.85398163397448E-05	-3.66084546274481	0	0	0.0180117487778878	1.4907506418904	46611.3321033099	46611.3321033099	0	288.15000000001	288.15000000001	1.96349540849362E-05	-0.915211365686203	0	0	0.00454411230833211	1.4907506418904	46611.3321033099	46611.3321033099	0.00798151622692916	0	288.15000000001	288.15000000001	4.638422979E-11	364.873583510294	0	0	0.0483597586204941	0.00177251333567959	1E+060	1E+060	1E+060	1E+060	1E+060	1.51267887105178E-15	0.0289651159	287.051224952979	15.0000000000098	1	1.77251333567959	1.4661133210331	205850.966627791	0	0	0	0	0	1.77251333567965	1.77251333567965	1.77251333567965	1.77251333567959	1.77251333567959	0	0	0	0	0	288564.777097995	0	0	0	0	0	0	0	11515.9222546393	-9212.73780371137	-2303.18445092784	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811346473	0.0319260649077167	0	0	0.00798151622692916	146611.33210331	288564.777097995	146611.33210331	288564.777097995	4.19313617122967	288564.777097995	0.0399075811346473	-0.0399075811346473	146611.33210331	3.66084546274481	0.0319260649077167	0.0319260649077167	146611.33210331	288564.777097995	-0.0319260649077167	0.915211365686203	0.00798151622692916	146611.33210331	288564.777097995	-0.00798151622692916	0	0	288.15000000001	288.15000000001	288.15000000001	146611.33210331	288564.777097995	288.15000000001	146611.33210331	288564.777097995	288564.777097995	288564.777097995	288564.777097995	0.0399075811346473	-0.0319260649077167	-0.00798151622692916	146611.33210331	146611.33210331	146611.33210331	146611.33210331	146611.33210331	146611.33210331	146611.33210331	146611.33210331	146611.33210331	146611.33210331
	8.5	288.150000000005	146611.33210331	-1.0882095593E-10	1.063503731135E-08	2.5920599E-11	7.97972798949331E-16	7.979728E-13	-7.804898853008E-08	-1.0928617723089E-07	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649077171	0	0	0	0	7.85398163397448E-05	-4.19313617122964	0	0	0.0165045405114768	2.09524461594102	53388.6678966896	53388.6678966897	0.0399075811346472	0	288.15	288.15	7.85398163397448E-05	-3.66084546274485	0	0	0.0180117487778877	1.49075064189041	46611.3321033104	46611.3321033104	0	288.150000000005	288.150000000005	1.96349540849362E-05	-0.915211365686212	0	0	0.00454411230833208	1.49075064189041	46611.3321033104	46611.3321033104	0.00798151622692928	0	288.150000000005	288.150000000005	2.5920599E-11	364.873583510295	0	0	0.0483597586204941	0.00177251333567962	1E+060	1E+060	1E+060	1E+060	1E+060	7.97972798949331E-16	0.0289651159	287.051224952979	15.0000000000052	1	1.77251333567962	1.4661133210331	205850.966627788	0	0	0	0	0	1.77251333567966	1.77251333567966	1.77251333567966	1.77251333567962	1.77251333567962	0	0	0	0	0	288564.77709799	0	0	0	0	0	0	0	11515.9222546392	-9212.73780371135	-2303.18445092784	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811346472	0.0319260649077171	0	0	0.00798151622692928	146611.33210331	288564.77709799	146611.33210331	288564.77709799	4.19313617122964	288564.77709799	0.0399075811346472	-0.0399075811346472	146611.33210331	3.66084546274485	0.0319260649077171	0.0319260649077171	146611.33210331	288564.77709799	-0.0319260649077171	0.915211365686212	0.00798151622692928	146611.33210331	288564.77709799	-0.00798151622692928	0	0	288.150000000005	288.150000000005	288.150000000005	146611.33210331	288564.77709799	288.150000000005	146611.33210331	288564.77709799	288564.77709799	288564.77709799	288564.77709799	0.0399075811346472	-0.0319260649077171	-0.00798151622692928	146611.33210331	146611.33210331	146611.33210331	146611.33210331	146611.33210331	146611.33210331	146611.33210331	146611.33210331	146611.33210331	146611.33210331
	8.6	288.150000000002	146611.332103311	-4.682754167E-11	4.29722273194E-09	1.045918907E-11	3.40005801291454E-16	3.400058E-13	-3.358583125226E-08	-4.702773444996E-08	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649077174	0	0	0	0	7.85398163397448E-05	-4.19313617122961	0	0	0.0165045405114768	2.09524461594103	53388.6678966894	53388.6678966894	0.0399075811346471	0	288.15	288.15	7.85398163397448E-05	-3.66084546274487	0	0	0.0180117487778876	1.49075064189042	46611.3321033106	46611.3321033106	0	288.150000000002	288.150000000002	1.96349540849362E-05	-0.915211365686217	0	0	0.00454411230833206	1.49075064189042	46611.3321033106	46611.3321033106	0.00798151622692935	0	288.150000000002	288.150000000002	1.045918907E-11	364.873583510296	0	0	0.0483597586204941	0.00177251333567964	1E+060	1E+060	1E+060	1E+060	1E+060	3.40005801291454E-16	0.0289651159	287.051224952979	15.0000000000022	1	1.77251333567964	1.46611332103311	205850.966627786	0	0	0	0	0	1.77251333567966	1.77251333567966	1.77251333567966	1.77251333567965	1.77251333567965	0	0	0	0	0	288564.777097987	0	0	0	0	0	0	0	11515.9222546392	-9212.73780371134	-2303.18445092784	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811346471	0.0319260649077174	0	0	0.00798151622692935	146611.332103311	288564.777097987	146611.332103311	288564.777097987	4.19313617122961	288564.777097987	0.0399075811346471	-0.0399075811346471	146611.332103311	3.66084546274487	0.0319260649077174	0.0319260649077174	146611.332103311	288564.777097987	-0.0319260649077174	0.915211365686217	0.00798151622692935	146611.332103311	288564.777097987	-0.00798151622692935	0	0	288.150000000002	288.150000000002	288.150000000002	146611.332103311	288564.777097987	288.150000000002	146611.332103311	288564.777097987	288564.777097987	288564.777097987	288564.777097987	0.0399075811346471	-0.0319260649077174	-0.00798151622692935	146611.332103311	146611.332103311	146611.332103311	146611.332103311	146611.332103311	146611.332103311	146611.332103311	146611.332103311	146611.332103311	146611.332103311
	8.7	288.150000000002	146611.332103311	-4.503901291E-11	5.20722996447E-09	1.273292582E-11	3.40005801291454E-16	3.400058E-13	-3.230305571051E-08	-4.523155953671E-08	0.0289651159	287.051224952979	15	1	2.41797589620241	2	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0289651159	287.051224952979	15	1	1.2089879481012	1	205850.966627784	0.0319260649077174	0	0	0	0	7.85398163397448E-05	-4.19313617122961	0	0	0.0165045405114768	2.09524461594103	53388.6678966894	53388.6678966894	0.0399075811346471	0	288.15	288.15	7.85398163397448E-05	-3.66084546274487	0	0	0.0180117487778876	1.49075064189042	46611.3321033106	46611.3321033106	0	288.150000000002	288.150000000002	1.96349540849362E-05	-0.915211365686217	0	0	0.00454411230833206	1.49075064189042	46611.3321033106	46611.3321033106	0.00798151622692935	0	288.150000000002	288.150000000002	1.273292582E-11	364.873583510296	0	0	0.0483597586204941	0.00177251333567965	1E+060	1E+060	1E+060	1E+060	1E+060	3.40005801291454E-16	0.0289651159	287.051224952979	15.0000000000022	1	1.77251333567965	1.46611332103311	205850.966627786	0	0	0	0	0	1.77251333567966	1.77251333567966	1.77251333567966	1.77251333567965	1.77251333567965	0	0	0	0	0	288564.777097987	0	0	0	0	0	0	0	11515.9222546392	-9212.73780371134	-2303.18445092783	0	0	1	1	1	1	1	0	0	0	0	0	-0.0399075811346471	0.0319260649077174	0	0	0.00798151622692935	146611.332103311	288564.777097987	146611.332103311	288564.777097987	4.19313617122961	288564.777097987	0.0399075811346471	-0.0399075811346471	146611.332103311	3.66084546274487	0.0319260649077174	0.0319260649077174	146611.332103311	288564.777097987	-0.0319260649077174	0.915211365686217	0.00798151622692935	146611.332103311	288564.777097987	-0.00798151622692935	0	0	288.150000000002	288.150000000002	288.150000000002	146611.332103311	288564.777097987	288.150000000002	146611.332103311	288564.777097987	288564.777097987	288564.777097987	288564.777097987	0.0399075811346471	-0.0319260649077174	-0.00798151622692935	146611.332103311	146611.332103311	146611.332103311	146611.332103311	146611.332103311	146611.332103311	146611.332103311	146611.332103311	146611.332103311	146611.332103311
